phrase_original,phrase_normalized,structure,len,freq_global,doc_freq,pattern_score,in_gold,status,delta_f,f_score_after
adaptive solutions,adaptive solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
paramount importance,paramount importance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
current traffic,current traffic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
different airlines,different airline,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
limited resources,limited resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
heavy traffic,heavy traffic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
agent algorithm,agent algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
specific location,specific location,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
personalized rewards,personalized reward,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
global reward,global reward,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
current industry,current industry,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
unexpected event,unexpected event,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
global consistency,global consistency,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
wide class,wide class,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
experimental framework,experimental framework,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
relative efficiency,relative efficiency,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
different interaction,different interaction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
critical situation,critical situation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
optimal protocol,optimal protocol,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
cooperative context,cooperative context,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
complex dependencies,complex dependency,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multiple issues,multiple issue,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
cooperative agents,cooperative agent,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
common objective,common objective,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multiple goals,multiple goal,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
possible transitions,possible transition,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
ordinal utility,ordinal utility,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
nash implementation,nash implementation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
different properties,different property,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
usual requirement,usual requirement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
relevant remarks,relevant remark,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
natural evolution,natural evolution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
urban areas,urban area,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
interested car,interested car,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
real transportation,real transportation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
large city,large city,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
sided multiattribute,sided multiattribute,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
optimal set,optimal set,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
semantic framework,semantic framework,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
expressible offers,expressible offer,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
optimal pairwise,optimal pairwise,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
bilateral matching,bilateral matching,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
global allocations,global allocation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
experimental trials,experimental trial,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
logical framework,logical framework,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
extended abduction,extended abduction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
artificial intelligence,artificial intelligence,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
cooperative query,cooperative query,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
conditional proposals,conditional proposal,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
new proposals,new proposal,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
stochastic resource,stochastic resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
complex resource,complex resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
heuristic search,heuristic search,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
dynamic programming,dynamic programming,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
significant states,significant state,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multiple resources,multiple resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
recent years,recent year,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
efficient resource,efficient resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
prior work,prior work,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
static resource,static resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
combinatorial resource,combinatorial resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
finite periods,finite period,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
efficient procedure,efficient procedure,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
stochastic job,stochastic job,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
successful negotiators,successful negotiator,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
primitive concepts,primitive concept,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
utilitarian view,utilitarian view,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
current intimacy,current intimacy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
successful deal,successful deal,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
successive negotiation,successive negotiation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
electronic communication,electronic communication,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
academic researchers,academic researcher,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
industrial practitioners,industrial practitioner,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
high cost,high cost,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
online svms,online svms,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
online svm,online svm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
traditional game,traditional game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
real life,real life,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
particular action,particular action,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
priori probability,priori probability,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
actual world,actual world,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
underlying worlds,underlying world,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
constant sum,constant sum,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
trivial task,trivial task,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
crucial condition,crucial condition,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
heterogeneous agents,heterogeneous agent,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
different reputation,different reputation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
significant complexity,significant complexity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
approximate solutions,approximate solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
global optimality,global optimality,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
novel combination,novel combination,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
easier scale,easy scale,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
systematic tradeoff,systematic tradeoff,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
optimal algorithms,optimal algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
dynamic environments,dynamic environment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
shared ontology,shared ontology,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
repetitive interactions,repetitive interaction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
accurate learning,accurate learning,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
semantic similarity,semantic similarity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
different similarity,different similarity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
extensive form,extensive form,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
computational game,computational game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
isomorphic abstraction,isomorphic abstraction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
sequential game,sequential game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
observable actions,observable action,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
smaller game,small game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
original game,original game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
largest poker,large poker,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
appropriate ratio,appropriate ratio,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
wide variety,wide variety,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
online forums,online forum,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
formal analyses,formal analysis,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
adversarial multiagent,adversarial multiagent,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
intentional threats,intentional threat,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
critical issue,critical issue,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
unknown adversaries,unknown adversary,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
multiagent security,multiagent security,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
key advantages,key advantage,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
feasible strategies,feasible strategy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
mixed integer,mixed integer,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
higher rewards,high reward,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
important basis,important basis,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
best way,good way,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
environmental features,environmental feature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
available resources,available resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
environmental conditions,environmental condition,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
real environments,real environment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
certain characteristics,certain characteristic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
important effect,important effect,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
agent architecture,agent architecture,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
centralized algorithm,centralized algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
complete ontology,complete ontology,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
key technology,key technology,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
ontological entities,ontological entity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
prior integration,prior integration,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
external sources,external source,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
respective perception,respective perception,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
previous representation,previous representation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
dynamic influence,dynamic influence,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
essential requirement,essential requirement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
multilateral way,multilateral way,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
main modules,main module,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
continuous limit,continuous limit,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
modern equity,modern equity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
large changes,large change,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
common measures,common measure,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
small perturbations,small perturbation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
current order,current order,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
current bid,current bid,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
strong stability,strong stability,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
great instability,great instability,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
electronic exchange,electronic exchange,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.057717947232199e-05,
dominant bidding strategy,dominant bidding strategy,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
approximate equilibrium strategies,approximate equilibrium strategy,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
better solution qualities,well solution quality,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
higher solution qualities,high solution quality,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
coalitional solution concepts,coalitional solution concept,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
independent beta distributions,independent beta distribution,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
extended markov tracking,extended markov tracking,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
greedy action selection,greedy action selection,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
general dcop instances,general dcop instance,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
sequential path cost,sequential path cost,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
agent interaction mechanisms,agent interaction mechanism,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
formal execution semantics,formal execution semantic,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
organizational programming language,organizational programming language,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
key solution concepts,key solution concept,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
specific voting games,specific voting game,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
general voting games,general voting game,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
approximate shapley value,approximate shapley value,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
primitive building block,primitive building block,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
new logic ctlkp,new logic ctlkp,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
automatic title extraction,automatic title extraction,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
important indexing schemes,important indexing scheme,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
exponential indexing schemes,exponential indexing scheme,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
combinatorial auction protocols,combinatorial auction protocol,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
wide grid environment,wide grid environment,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
easy process monitoring,easy process monitoring,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
future energy opportunities,future energy opportunity,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
solar energy harvesting,solar energy harvesting,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
aware power management,aware power management,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
individual learning processes,individual learning process,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
local learning processes,local learning process,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
dynamic web content,dynamic web content,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
strict consistency semantics,strict consistency semantic,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
dynamic web sites,dynamic web site,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
average price trading,average price trading,ADJ+NOUN+NOUN,3,1,1,0.024691,False,rejected,-5.057717947232199e-05,
